SIGLA AEROPORTO,TIPO DE VOO,DATA DA COLETA,MÊS,TRIMESTRE,FACILIDADE DE EMBARQUE / DESEMBARQUE NO MEIO-FIO,TEMPO DE FILA NA INSPEÇÃO DE SEGURANÇA,CONFIABILIDADE DA INSPEÇÃO DE SEGURANÇA,CORDIALIDADE E PRESTATIVIDADE DOS FUNCIONÁRIOS DA INSPEÇÃO DE SEGURANÇA,QUALIDADE DA SINALIZAÇÃO DO AEROPORTO,DISPONIBILIDADE E QUALIDADE DAS INFORMAÇÕES NOS PAINÉIS  DE VOO,DISPONIBILIDADE DE TOMADAS,QUALIDADE DA INTERNET / WI-FI,DISPONIBILIDADE DE SANITÁRIOS,LIMPEZA DOS SANITÁRIOS,DISPONIBILIDADE DE ASSENTOS NA SALA DE EMBARQUE,SENSAÇÃO DE SEGURANÇA NAS ÁREAS PÚBLICAS DO AEROPORTO,LIMPEZA GERAL DO AEROPORTO,CONFORTO TÉRMICO DO AEROPORTO,CONFORTO ACÚSTICO DO AEROPORTO,QUALIDADE DA INFORMAÇÃO NOS PAINÉIS DAS ESTEIRAS DE RESTITUIÇÃO DE BAGAGEM,QUALIDADE DAS INSTALAÇÕES DE ESTACIONAMENTO DE VEÍCULOS,DISPONIBILIDADE DE VAGAS NO ESTACIONAMENTO DE VEÍCULOS,CUSTO-BENEFÍCIO DO ESTACIONAMENTO,QUANTIDADE E QUALIDADE DE LANCHONETES/RESTAURANTES,CUSTO-BENEFÍCIO DOS PRODUTOS DE LANCHONETES/RESTAURANTES,DISPONIBILIDADE E LOCALIZAÇÃO DE BANCOS/CAIXAS ELETRÔNICOS/CASAS DE CÂMBIO,QUANTIDADE E QUALIDADE DE ESTABELECIMENTOS COMERCIAIS,CUSTO-BENEFÍCIO DOS PRODUTOS COMERCIAIS,TEMPO DE FILA NO CHECK-IN (AUTOATENDIMENTO),TEMPO DE FILA NO CHECK-IN (GUICHÊ),CORDIALIDADE E PRESTATIVIDADE DOS FUNCIONÁRIOS DO CHECK-IN,QUALIDADE DA INFORMAÇÃO PRESTADA PELA CIA AÉREA,VELOCIDADE DA RESTITUIÇÃO DE BAGAGEM,INTEGRIDADE DA BAGAGEM,TEMPO DE FILA NA EMIGRAÇÃO,CORDIALIDADE DOS FUNCIONÁRIOS DA EMIGRAÇÃO,TEMPO DE FILA NA IMIGRAÇÃO,CORDIALIDADE DOS FUNCIONÁRIOS DA IMIGRAÇÃO,TEMPO DE FILA DA ADUANA,CORDIALIDADE DO FUNCIONÁRIO DA ADUANA,DISPONIBILIDADE DE TRANSPORTE PÚBLICO PARA O AEROPORTO,SATISFAÇÃO GERAL COM O AEROPORTO,NACIONALIDADE DO ENTREVISTADO,GENERO DO ENTREVISTADO,IDADE DO ENTREVISTADO,ESCOLARIDADE,RENDA DO ENTREVISTADO,MOTIVO DA VIAGEM,FREQUÊNCIA DE VIAGEM (últimos 12 meses),Ano
SBKP,Internacional,31/5/2016,05/01/2016,2º trimestre 2016,,5,5,5,4,4,5,,5,5,5,,5,4,5,,,,,4,4,,,,,,,,,,5,5,,,,,,4,BRASILEIRA,Masculino,36 a 45 anos,Especialização de nível superior,10 a 20 salários mínimos,Lazer,3 a 5,2016
SBKP,Internacional,31/5/2016,05/01/2016,2º trimestre 2016,,5,4,4,5,5,5,3,4,5,5,5,5,5,5,,5,4,3,3,3,4,,,,4,5,5,,,5,5,,,,,,5,BRASILEIRA,Masculino,36 a 45 anos,Especialização de nível superior,10 a 20 salários mínimos,Lazer e Negócio,Mais de 5,2016
SBKP,Internacional,31/5/2016,05/01/2016,2º trimestre 2016,5,4,4,5,5,5,4,,4,4,5,5,4,4,4,,4,4,4,3,3,4,3,4,,5,5,4,,,4,4,,,,,,4,BRASILEIRA,Feminino,46 a 55 anos,Superior Completo,4 a 10 salários mínimos,Lazer,Mais de 5,2016
SBKP,Internacional,31/5/2016,05/01/2016,2º trimestre 2016,,5,5,5,5,5,5,,5,5,4,,4,4,5,,,,,,,,,,,,,,,,5,5,,,,,,4,BRASILEIRA,Feminino,36 a 45 anos,Superior Completo,10 a 20 salários mínimos,Lazer,0 a 2,2016
SBKP,Internacional,31/5/2016,05/01/2016,2º trimestre 2016,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,4,5,,,5,5,5,5,,4,,,,,,,,2016
SBKP,Doméstico,2/6/2016,06/01/2016,2º trimestre 2016,,5,4,5,4,4,4,,4,5,4,5,5,5,5,,,,,5,3,3,,,,,,,,,,,,,,,,5,BRASILEIRA,Masculino,36 a 45 anos,Superior Completo,10 a 20 salários mínimos,Negócio,Mais de 5,2016
SBKP,Doméstico,2/6/2016,06/01/2016,2º trimestre 2016,,5,4,5,4,4,4,3,4,4,5,4,5,4,5,,,,,5,3,2,4,3,,,,,,,,,,,,,,4,BRASILEIRA,Feminino,26 a 35 anos,Especialização de nível superior,Não Informou,Lazer e Negócio,3 a 5,2016
SBKP,Doméstico,2/6/2016,06/01/2016,2º trimestre 2016,,5,3,5,4,4,4,3,4,4,4,4,4,5,4,,5,4,3,4,3,3,4,3,,5,5,5,,,,,,,,,,4,BRASILEIRA,Masculino,26 a 35 anos,Superior Completo,4 a 10 salários mínimos,Negócio,Mais de 5,2016
SBKP,Doméstico,2/6/2016,06/01/2016,2º trimestre 2016,,5,4,4,3,4,4,3,3,4,4,5,4,5,4,,,,,,,,4,5,,,,,,,,,,,,,,4,BRASILEIRA,Feminino,46 a 55 anos,Especialização de nível superior,Até 1 salário mínimo,Lazer,Mais de 5,2016
SBKP,Doméstico,2/6/2016,06/01/2016,2º trimestre 2016,5,5,4,5,4,5,5,,4,5,5,5,5,5,5,,5,4,4,5,4,4,4,4,,4,5,4,,,,,,,,,,5,BRASILEIRA,Feminino,26 a 35 anos,Ensino médio completo,2 a 4 salários mínimos,Lazer,0 a 2,2016
SBKP,Doméstico,2/6/2016,06/01/2016,2º trimestre 2016,,,,,4,4,5,4,4,4,5,5,5,5,5,,,,,4,4,3,4,3,,,,,,,,,,,,,,5,BRASILEIRA,Feminino,36 a 45 anos,Superior Completo,10 a 20 salários mínimos,Negócio,Mais de 5,2016
SBKP,Doméstico,2/6/2016,06/01/2016,2º trimestre 2016,,4,5,4,5,3,5,,4,5,5,5,5,5,4,,,,,5,4,5,4,4,,,,,,,,,,,,,,4,BRASILEIRA,Feminino,26 a 35 anos,Superior Completo,4 a 10 salários mínimos,Negócio,Mais de 5,2016
SBKP,Doméstico,2/6/2016,06/01/2016,2º trimestre 2016,,5,4,2,3,5,5,5,4,5,5,4,5,5,5,,,,,3,5,4,4,5,,,,,,,,,,,,,,5,BRASILEIRA,Feminino,46 a 55 anos,Especialização de nível superior,Até 1 salário mínimo,Negócio,3 a 5,2016
SBKP,Doméstico,2/6/2016,06/01/2016,2º trimestre 2016,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,4,5,,,,,,,,4,,,,,,,,2016
SBKP,Doméstico,2/6/2016,06/01/2016,2º trimestre 2016,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,5,5,,,,,,,,5,,,,,,,,2016
SBKP,Doméstico,2/6/2016,06/01/2016,2º trimestre 2016,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,5,5,,,,,,,,5,,,,,,,,2016
SBKP,Doméstico,2/6/2016,06/01/2016,2º trimestre 2016,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,4,5,,,,,,,,4,,,,,,,,2016
SBKP,Doméstico,2/6/2016,06/01/2016,2º trimestre 2016,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,4,5,,,,,,,,4,,,,,,,,2016
SBKP,Doméstico,2/6/2016,06/01/2016,2º trimestre 2016,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,3,5,,,,,,,,3,,,,,,,,2016
SBKP,Doméstico,2/6/2016,06/01/2016,2º trimestre 2016,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,5,5,,,,,,,,5,,,,,,,,2016
SBKP,Internacional,3/6/2016,06/01/2016,2º trimestre 2016,,5,4,5,5,5,5,,4,5,5,,5,4,4,,,,,4,4,,,,,,,,,,5,5,,,,,,4,ESTRANGEIRA,Masculino,26 a 35 anos,Superior Completo,10 a 20 salários mínimos,Lazer,Mais de 5,2016
SBKP,Internacional,3/6/2016,06/01/2016,2º trimestre 2016,,5,5,5,4,4,3,,4,5,5,5,4,4,4,,5,4,4,2,3,1,,,,4,5,5,,,5,5,,,,,,4,BRASILEIRA,Feminino,46 a 55 anos,Superior Completo,10 a 20 salários mínimos,Lazer,Mais de 5,2016
SBKP,Internacional,3/6/2016,06/01/2016,2º trimestre 2016,,5,4,5,4,4,3,3,4,4,4,4,4,4,4,,5,4,3,3,3,4,3,2,,4,4,4,,,5,4,,,,,,4,BRASILEIRA,Feminino,18 a 25 anos,Superior Completo,4 a 10 salários mínimos,Lazer,3 a 5,2016
SBKP,Internacional,3/6/2016,06/01/2016,2º trimestre 2016,5,5,5,4,4,5,4,4,5,5,5,5,5,5,5,,4,4,4,3,3,4,5,4,,4,4,4,,,5,4,,,,,,5,BRASILEIRA,Feminino,36 a 45 anos,Analfabeto,4 a 10 salários mínimos,Lazer,Mais de 5,2016
SBKP,Internacional,3/6/2016,06/01/2016,2º trimestre 2016,,5,5,5,4,4,4,3,5,5,5,,5,5,5,,,,,4,4,,,,,,,,,,5,5,,,,,,5,BRASILEIRA,Feminino,26 a 35 anos,Especialização de nível superior,4 a 10 salários mínimos,Lazer e Negócio,Mais de 5,2016
SBKP,Internacional,6/6/2016,06/01/2016,2º trimestre 2016,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,5,5,,,4,4,5,5,,5,,,,,,,,2016
SBKP,Internacional,6/6/2016,06/01/2016,2º trimestre 2016,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,4,5,,,4,5,5,5,,4,,,,,,,,2016
SBKP,Internacional,6/6/2016,06/01/2016,2º trimestre 2016,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,4,5,,,4,4,4,4,,4,,,,,,,,2016
SBKP,Internacional,6/6/2016,06/01/2016,2º trimestre 2016,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,3,4,,,3,4,4,4,,4,,,,,,,,2016
SBKP,Internacional,6/6/2016,06/01/2016,2º trimestre 2016,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,4,5,,,5,5,4,4,,5,,,,,,,,2016
SBKP,Internacional,6/6/2016,06/01/2016,2º trimestre 2016,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,4,5,,,4,5,5,5,,4,,,,,,,,2016
SBKP,Doméstico,7/6/2016,06/01/2016,2º trimestre 2016,,5,5,5,5,5,4,,4,5,5,5,4,4,4,,,,,4,4,3,4,3,,,,,,,,,,,,,,4,BRASILEIRA,Feminino,46 a 55 anos,Especialização de nível superior,Não Informou,Negócio,Mais de 5,2016
SBKP,Doméstico,7/6/2016,06/01/2016,2º trimestre 2016,,5,4,5,4,5,4,4,4,5,5,5,5,5,5,,5,5,4,4,4,3,,,,,,,,,,,,,,,,5,BRASILEIRA,Feminino,18 a 25 anos,Superior Incompleto,4 a 10 salários mínimos,Lazer,3 a 5,2016
SBKP,Doméstico,7/6/2016,06/01/2016,2º trimestre 2016,,,,,4,4,5,4,5,5,5,5,5,5,5,,,,,,,5,,,,,,,,,,,,,,,,5,BRASILEIRA,Masculino,36 a 45 anos,Superior Completo,Mais de 20 salários mínimos,Negócio,Mais de 5,2016
SBKP,Doméstico,7/6/2016,06/01/2016,2º trimestre 2016,,,,,5,5,5,4,4,4,5,,4,4,4,,,,,4,4,,,,,,,,,,,,,,,,,4,BRASILEIRA,Feminino,36 a 45 anos,Especialização de nível superior,4 a 10 salários mínimos,Lazer,3 a 5,2016
SBKP,Doméstico,7/6/2016,06/01/2016,2º trimestre 2016,,,,,5,5,4,4,4,5,5,4,5,4,5,,,,,5,4,2,,,,,,,,,,,,,,,,5,BRASILEIRA,Feminino,26 a 35 anos,Especialização de nível superior,2 a 4 salários mínimos,Lazer,0 a 2,2016
SBKP,Doméstico,7/6/2016,06/01/2016,2º trimestre 2016,5,5,4,4,4,5,4,5,4,5,5,5,5,5,5,,5,4,4,5,3,3,5,3,,5,5,5,,,,,,,,,,5,BRASILEIRA,Masculino,26 a 35 anos,Superior Completo,4 a 10 salários mínimos,Negócio,3 a 5,2016
SBKP,Doméstico,7/6/2016,06/01/2016,2º trimestre 2016,,5,4,5,4,5,5,,4,5,5,,5,5,5,,,,,4,4,4,5,3,,,,,,,,,,,,,,5,BRASILEIRA,Feminino,36 a 45 anos,Especialização de nível superior,Mais de 20 salários mínimos,Negócio,Mais de 5,2016
SBKP,Doméstico,7/6/2016,06/01/2016,2º trimestre 2016,,,,,5,5,4,4,4,4,5,,5,5,5,,,,,4,4,,4,4,,,,,,,,,,,,,,5,BRASILEIRA,Masculino,26 a 35 anos,Superior Incompleto,2 a 4 salários mínimos,Negócio,3 a 5,2016
SBKP,Internacional,7/6/2016,06/01/2016,2º trimestre 2016,,5,5,5,5,5,5,3,4,4,5,,4,5,5,,,,,4,3,1,,,,,,,,,5,5,,,,,,5,BRASILEIRA,Feminino,26 a 35 anos,Superior Completo,4 a 10 salários mínimos,Lazer,3 a 5,2016
SBKP,Internacional,7/6/2016,06/01/2016,2º trimestre 2016,,5,5,5,5,4,4,,4,4,4,4,4,4,4,,5,5,3,,,2,,,,4,5,5,,,4,5,,,,,,5,BRASILEIRA,Feminino,36 a 45 anos,Especialização de nível superior,10 a 20 salários mínimos,Lazer e Negócio,Mais de 5,2016
SBKP,Internacional,7/6/2016,06/01/2016,2º trimestre 2016,5,5,5,4,5,4,4,3,4,4,4,,4,4,4,,,,,3,3,2,,,,5,5,5,,,4,4,,,,,5,4,BRASILEIRA,Feminino,36 a 45 anos,Especialização de nível superior,10 a 20 salários mínimos,Lazer,Mais de 5,2016
SBKP,Internacional,7/6/2016,06/01/2016,2º trimestre 2016,5,5,5,5,5,3,5,4,5,5,5,5,5,5,5,,5,4,4,3,3,3,3,3,,4,4,4,,,4,4,,,,,,5,BRASILEIRA,Feminino,56 a 64 anos,Superior Completo,4 a 10 salários mínimos,Lazer,Mais de 5,2016
SBKP,Internacional,7/6/2016,06/01/2016,2º trimestre 2016,4,5,5,5,4,4,5,2,4,4,5,5,5,3,4,,5,5,4,4,3,3,,,,4,5,5,,,5,5,,,,,,4,BRASILEIRA,Feminino,26 a 35 anos,Superior Completo,10 a 20 salários mínimos,Lazer,3 a 5,2016
SBKP,Internacional,7/6/2016,06/01/2016,2º trimestre 2016,,4,4,4,5,3,4,,5,5,5,,5,4,5,,,,,4,3,,,,,,,,,,5,5,,,,,,5,BRASILEIRA,Feminino,18 a 25 anos,Superior Incompleto,4 a 10 salários mínimos,Lazer,3 a 5,2016
SBKP,Doméstico,8/6/2016,06/01/2016,2º trimestre 2016,,,,,5,5,5,,4,5,5,,5,5,5,,,,,5,5,,5,4,,,,,,,,,,,,,,5,BRASILEIRA,Feminino,26 a 35 anos,Superior Completo,10 a 20 salários mínimos,Negócio,3 a 5,2016
SBKP,Doméstico,8/6/2016,06/01/2016,2º trimestre 2016,,,,,5,4,4,4,5,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,5,BRASILEIRA,Feminino,36 a 45 anos,Especialização de nível superior,4 a 10 salários mínimos,Lazer,0 a 2,2016
SBKP,Doméstico,8/6/2016,06/01/2016,2º trimestre 2016,,3,1,3,5,3,2,3,5,5,5,4,5,5,4,,,,,5,2,3,5,3,,,,,,,,,,,,,,5,BRASILEIRA,Feminino,36 a 45 anos,Superior Completo,Até 1 salário mínimo,Lazer,3 a 5,2016
SBKP,Doméstico,8/6/2016,06/01/2016,2º trimestre 2016,,,,,4,5,4,,5,5,5,5,5,5,5,,,,,5,4,,,,,,,,,,,,,,,,,5,BRASILEIRA,Feminino,56 a 64 anos,Ensino médio completo,2 a 4 salários mínimos,Lazer,0 a 2,2016
SBKP,Doméstico,8/6/2016,06/01/2016,2º trimestre 2016,5,5,5,5,4,4,5,3,5,5,5,5,5,5,5,,5,5,3,4,4,5,5,3,,5,5,5,,,,,,,,,,5,BRASILEIRA,Feminino,56 a 64 anos,Ensino médio completo,2 a 4 salários mínimos,Lazer,3 a 5,2016
SBKP,Doméstico,8/6/2016,06/01/2016,2º trimestre 2016,,,,,5,5,5,4,5,5,5,,5,5,5,,,,,4,3,3,,,,,,,,,,,,,,,,5,BRASILEIRA,Feminino,18 a 25 anos,Superior Incompleto,4 a 10 salários mínimos,Lazer,3 a 5,2016
SBKP,Doméstico,8/6/2016,06/01/2016,2º trimestre 2016,,5,5,5,5,5,5,,4,5,5,4,5,5,4,,,,,4,4,2,,,,,,,,,,,,,,,,5,BRASILEIRA,Masculino,26 a 35 anos,Superior Completo,2 a 4 salários mínimos,Negócio,3 a 5,2016
SBKP,Doméstico,8/6/2016,06/01/2016,2º trimestre 2016,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,5,5,,,,,,,,4,,,,,,,,2016
SBKP,Doméstico,8/6/2016,06/01/2016,2º trimestre 2016,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,3,4,,,,,,,,4,,,,,,,,2016
SBKP,Doméstico,8/6/2016,06/01/2016,2º trimestre 2016,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,4,4,,,,,,,,4,,,,,,,,2016
SBKP,Doméstico,8/6/2016,06/01/2016,2º trimestre 2016,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,3,4,,,,,,,,3,,,,,,,,2016
SBKP,Doméstico,8/6/2016,06/01/2016,2º trimestre 2016,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,4,5,,,,,,,,4,,,,,,,,2016
SBKP,Doméstico,8/6/2016,06/01/2016,2º trimestre 2016,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,5,5,,,,,,,,5,,,,,,,,2016
SBKP,Internacional,9/6/2016,06/01/2016,2º trimestre 2016,4,5,5,5,4,4,4,4,4,5,5,5,4,3,3,,5,5,4,2,3,3,,,,4,5,5,,,5,5,,,,,,5,BRASILEIRA,Feminino,36 a 45 anos,Superior Completo,10 a 20 salários mínimos,Lazer,Mais de 5,2016
SBKP,Internacional,9/6/2016,06/01/2016,2º trimestre 2016,,5,4,5,5,5,4,4,4,5,5,5,5,3,4,,4,4,4,2,3,3,,,,4,4,5,,,5,5,,,,,,4,BRASILEIRA,Feminino,26 a 35 anos,Ensino médio completo,4 a 10 salários mínimos,Lazer e Negócio,Mais de 5,2016
SBKP,Internacional,9/6/2016,06/01/2016,2º trimestre 2016,5,5,5,5,4,5,5,4,4,5,5,5,5,5,5,,4,4,3,3,3,4,,,,3,4,4,,,4,5,,,,,,4,BRASILEIRA,Feminino,36 a 45 anos,Superior Completo,10 a 20 salários mínimos,Lazer,3 a 5,2016
SBKP,Internacional,9/6/2016,06/01/2016,2º trimestre 2016,5,5,4,4,5,5,5,3,4,5,5,5,5,4,4,,5,5,2,,,3,,,,3,4,4,,,5,5,,,,,,4,BRASILEIRA,Masculino,46 a 55 anos,Especialização de nível superior,10 a 20 salários mínimos,Lazer,Mais de 5,2016
SBKP,Internacional,9/6/2016,06/01/2016,2º trimestre 2016,,5,4,5,5,5,5,3,5,5,5,,5,4,4,,,,,4,4,1,,,,,,,,,4,5,,,,,,4,BRASILEIRA,Feminino,26 a 35 anos,Especialização de nível superior,Não Informou,Lazer,Mais de 5,2016
SBKP,Internacional,9/6/2016,06/01/2016,2º trimestre 2016,5,5,4,4,5,4,4,3,4,5,4,4,5,4,4,,5,4,2,3,3,3,3,3,,3,4,4,,,5,5,,,,,,4,BRASILEIRA,Masculino,36 a 45 anos,Superior Completo,10 a 20 salários mínimos,Lazer,Mais de 5,2016
SBKP,Internacional,9/6/2016,06/01/2016,2º trimestre 2016,,4,2,3,5,5,5,4,5,5,5,,5,4,4,,,,,5,3,,4,4,,,,,,,5,5,,,,,,4,BRASILEIRA,Feminino,36 a 45 anos,Especialização de nível superior,Mais de 20 salários mínimos,Lazer e Negócio,3 a 5,2016
SBKP,Internacional,9/6/2016,06/01/2016,2º trimestre 2016,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,4,5,,,5,5,4,5,,5,,,,,,,,2016
SBKP,Internacional,9/6/2016,06/01/2016,2º trimestre 2016,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,4,5,,,4,5,4,4,,4,,,,,,,,2016
SBKP,Internacional,9/6/2016,06/01/2016,2º trimestre 2016,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,5,5,,,5,5,5,5,,5,,,,,,,,2016
SBKP,Internacional,9/6/2016,06/01/2016,2º trimestre 2016,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,4,5,,,5,5,5,5,,4,,,,,,,,2016
SBKP,Internacional,9/6/2016,06/01/2016,2º trimestre 2016,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,4,5,,,5,5,5,5,,5,,,,,,,,2016
SBKP,Internacional,9/6/2016,06/01/2016,2º trimestre 2016,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,5,5,,,5,5,5,5,,5,,,,,,,,2016
SBKP,Internacional,9/6/2016,06/01/2016,2º trimestre 2016,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,4,5,,,5,5,4,4,,4,,,,,,,,2016
SBKP,Internacional,9/6/2016,06/01/2016,2º trimestre 2016,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,4,5,,,5,5,5,5,,4,,,,,,,,2016
SBKP,Doméstico,10/6/2016,06/01/2016,2º trimestre 2016,,5,5,5,4,4,5,5,4,5,5,5,5,5,5,,,,,5,3,3,,,,,,,,,,,,,,,,5,BRASILEIRA,Masculino,26 a 35 anos,Especialização de nível superior,Não Informou,Lazer e Negócio,Mais de 5,2016
SBKP,Doméstico,10/6/2016,06/01/2016,2º trimestre 2016,,,,,4,4,5,4,4,5,5,,5,5,5,,,,,4,4,,4,3,,,,,,,,,,,,,,5,BRASILEIRA,Masculino,36 a 45 anos,Especialização de nível superior,Mais de 20 salários mínimos,Lazer,Mais de 5,2016
SBKP,Doméstico,10/6/2016,06/01/2016,2º trimestre 2016,,,,,4,5,5,5,4,5,5,,5,4,5,,,,,5,4,,5,3,,,,,,,,,,,,,,5,BRASILEIRA,Feminino,36 a 45 anos,Especialização de nível superior,Não Informou,Lazer,3 a 5,2016
SBKP,Doméstico,10/6/2016,06/01/2016,2º trimestre 2016,5,5,4,5,4,4,4,,4,5,5,5,4,3,4,,4,4,4,,,3,,,,4,5,4,,,,,,,,,,4,BRASILEIRA,Masculino,36 a 45 anos,Especialização de nível superior,Mais de 20 salários mínimos,Lazer,Mais de 5,2016
SBKP,Doméstico,10/6/2016,06/01/2016,2º trimestre 2016,,4,4,4,4,4,4,4,4,5,5,5,5,3,4,,,,,4,4,3,5,4,,,,,,,,,,,,,,4,BRASILEIRA,Feminino,56 a 64 anos,Superior Completo,4 a 10 salários mínimos,Lazer,3 a 5,2016
SBKP,Doméstico,10/6/2016,06/01/2016,2º trimestre 2016,,,,,3,4,4,4,4,4,5,,4,4,5,,,,,4,5,4,4,3,,,,,,,,,,,,,,4,BRASILEIRA,Feminino,18 a 25 anos,Superior Incompleto,1 a 2 salários mínimos,Lazer,0 a 2,2016
SBKP,Doméstico,10/6/2016,06/01/2016,2º trimestre 2016,5,5,5,5,5,5,5,4,5,5,5,5,3,5,5,,,,,4,3,3,,,,5,5,5,,,,,,,,,5,5,BRASILEIRA,Masculino,46 a 55 anos,Ensino médio completo,4 a 10 salários mínimos,Negócio,3 a 5,2016
SBKP,Doméstico,10/6/2016,06/01/2016,2º trimestre 2016,,5,4,4,4,5,5,,4,5,5,5,5,3,5,,,,,4,3,3,,,,,,,,,,,,,,,,5,BRASILEIRA,Feminino,26 a 35 anos,Superior Completo,4 a 10 salários mínimos,Lazer e Negócio,3 a 5,2016
SBKP,Doméstico,10/6/2016,06/01/2016,2º trimestre 2016,,,,,5,5,4,4,4,4,5,,5,5,5,,,,,5,3,,4,3,,,,,,,,,,,,,,5,BRASILEIRA,Feminino,36 a 45 anos,Superior Completo,4 a 10 salários mínimos,Lazer,Mais de 5,2016
SBKP,Doméstico,10/6/2016,06/01/2016,2º trimestre 2016,,5,5,5,5,4,4,4,3,5,5,5,5,4,5,,,,,5,4,2,5,4,,,,,,,,,,,,,,5,BRASILEIRA,Masculino,36 a 45 anos,Especialização de nível superior,4 a 10 salários mínimos,Negócio,Mais de 5,2016
SBKP,Doméstico,10/6/2016,06/01/2016,2º trimestre 2016,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,4,4,,,,,,,,4,,,,,,,,2016
SBKP,Doméstico,10/6/2016,06/01/2016,2º trimestre 2016,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,4,4,,,,,,,,4,,,,,,,,2016
SBKP,Doméstico,10/6/2016,06/01/2016,2º trimestre 2016,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,4,4,,,,,,,,4,,,,,,,,2016
SBKP,Doméstico,10/6/2016,06/01/2016,2º trimestre 2016,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,5,4,,,,,,,,4,,,,,,,,2016
SBKP,Doméstico,10/6/2016,06/01/2016,2º trimestre 2016,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,4,4,,,,,,,,4,,,,,,,,2016
SBKP,Doméstico,10/6/2016,06/01/2016,2º trimestre 2016,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,4,4,,,,,,,,4,,,,,,,,2016
SBKP,Doméstico,10/6/2016,06/01/2016,2º trimestre 2016,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,4,5,,,,,,,,4,,,,,,,,2016
SBKP,Doméstico,10/6/2016,06/01/2016,2º trimestre 2016,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,4,5,,,,,,,,4,,,,,,,,2016
SBKP,Doméstico,10/6/2016,06/01/2016,2º trimestre 2016,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,4,4,,,,,,,,4,,,,,,,,2016
SBKP,Doméstico,13/6/2016,06/01/2016,2º trimestre 2016,,,,,4,4,5,4,4,5,5,5,5,5,5,,,,,5,3,,,,,,,,,,,,,,,,,5,BRASILEIRA,Masculino,36 a 45 anos,Especialização de nível superior,Mais de 20 salários mínimos,Negócio,Mais de 5,2016
SBKP,Doméstico,13/6/2016,06/01/2016,2º trimestre 2016,,5,4,5,3,4,5,3,4,5,5,4,5,4,4,,,,,4,4,3,4,3,,,,,,,,,,,,,,4,BRASILEIRA,Masculino,36 a 45 anos,Especialização de nível superior,Não Informou,Negócio,Mais de 5,2016
SBKP,Doméstico,13/6/2016,06/01/2016,2º trimestre 2016,5,5,5,5,4,5,5,4,3,5,5,4,4,4,4,,5,4,3,4,3,3,,,,5,5,5,,,,,,,,,,4,BRASILEIRA,Masculino,26 a 35 anos,Especialização de nível superior,10 a 20 salários mínimos,Negócio,Mais de 5,2016
SBKP,Doméstico,13/6/2016,06/01/2016,2º trimestre 2016,,,,,4,4,4,4,4,5,5,5,5,5,5,,,,,4,2,4,,,,,,,,,,,,,,,,5,BRASILEIRA,Feminino,56 a 64 anos,Ensino médio incompleto,2 a 4 salários mínimos,Lazer,3 a 5,2016
SBKP,Doméstico,13/6/2016,06/01/2016,2º trimestre 2016,,,,,4,4,4,3,4,4,4,4,5,4,4,,,,,4,4,,4,3,,,,,,,,,,,,,,4,BRASILEIRA,Feminino,26 a 35 anos,Superior Completo,4 a 10 salários mínimos,Negócio,3 a 5,2016
